1	5	0.199772130173978
1	9	0.174311906550641
1	4	0.168955979045769
1	6	0.160489856130988
1	7	0.151129212700637
1	3	0.145340915397986
3	5	0.194007175438926
3	9	0.183182726618546
3	4	0.165096314026345
3	6	0.15930085477898
3	1	0.154340295705477
3	7	0.144072633431726
4	5	0.202923406339133
4	9	0.176315945651726
4	1	0.16062230007342
4	6	0.159978872757132
4	7	0.152358188183901
4	3	0.147801286994687
5	4	0.182730080854631
5	6	0.177618479402738
5	1	0.171019281823702
5	7	0.164063178930762
5	3	0.156399922593883
5	9	0.148169056394283
6	5	0.205304664919289
6	9	0.168388145563553
6	4	0.166514172922963
6	1	0.158806558884799
6	7	0.152547629646807
6	3	0.148438828062589
7	5	0.197142196138617
7	9	0.184388072638069
7	4	0.164858813499215
7	6	0.158585421904644
7	1	0.155463007710444
7	3	0.139562488109011
9	4	0.175832055550143
9	7	0.16993894462078
9	1	0.165259255084345
9	5	0.164091496243285
9	3	0.163542947250955
9	6	0.161335301250492
